Longitude,Latitude,Elevation Meters
6.882351,47.493479,376
6.88235,47.493572,375
6.882471,47.49354,376
6.882501,47.493437,378
6.882559,47.493186,381
6.882599,47.492927,384
6.882552,47.492734,386
6.882408,47.492361,390
6.882394,47.492316,390
6.882329,47.492113,391
6.882071,47.491391,395
6.882308,47.490425,400
6.882269,47.490193,399
6.882318,47.4899,398
6.882459,47.489616,397
6.883436,47.487566,398
6.884595,47.48476,408
6.884777,47.484273,407
6.885122,47.483753,406
6.885152,47.48345,406
6.885111,47.483097,405
6.885115,47.482443,404
6.884997,47.482035,401
6.885106,47.481924,400
6.885202,47.481906,400
6.885347,47.481989,402
6.885685,47.482138,404
6.885953,47.482261,405
6.886635,47.482413,408
6.88701,47.482522,408
6.887134,47.482551,409
6.887214,47.482511,409
6.88752,47.482279,409
6.887498,47.482217,409
6.887456,47.482174,409
6.887557,47.482058,409
6.887584,47.481891,409
6.887616,47.481757,409
6.88773,47.481426,408
6.88777,47.481274,407
6.887867,47.481126,406
6.888214,47.480728,400
6.888707,47.480028,391
6.889011,47.479495,389
6.889081,47.479419,389
6.889148,47.479377,389
6.88943,47.479339,389
6.889617,47.479334,389
6.890344,47.479279,389
6.891015,47.478828,386
6.891368,47.478606,385
6.891533,47.478473,384
6.892194,47.477964,380
6.892493,47.477483,378
6.892316,47.477439,377
6.892188,47.477383,377
6.891873,47.477248,376
6.891756,47.477162,376
6.891642,47.477079,375
6.891606,47.476967,375
6.891638,47.476858,375
6.891806,47.47641,375
6.89198,47.476207,376
6.892041,47.476033,376
6.892271,47.476062,377
6.892828,47.476088,377
6.892837,47.475987,377
6.892781,47.475924,377
6.892666,47.475862,377
6.892353,47.475843,378
6.892275,47.475817,378
6.892209,47.475773,378
6.892175,47.475676,378
6.892175,47.475503,379
6.892271,47.47514,379
6.892249,47.474879,381
6.89211,47.474748,381
6.891981,47.474618,382
6.89196,47.474284,384
6.89211,47.473479,385
6.892153,47.473044,385
6.892045,47.472377,391
6.891906,47.471898,395
6.891874,47.471637,397
6.891831,47.470999,401
6.891917,47.4706,404
6.892314,47.470469,405
6.892593,47.470375,407
6.892904,47.47023,408
6.893245,47.470112,410
6.893965,47.469935,414
6.894164,47.469866,415
6.89438,47.46977,417
6.894537,47.469654,417
6.894613,47.469557,418
6.894738,47.469302,420
6.89491,47.468925,424
6.894963,47.468779,424
6.895025,47.468727,424
6.89687,47.468832,425
6.898598,47.468867,428
6.898659,47.468818,428
6.898971,47.468579,428
6.899345,47.468351,427
6.89948,47.468271,426
6.899729,47.468123,426
6.900318,47.46769,423
6.900507,47.46751,421
6.900733,47.467372,420
6.900955,47.467248,418
6.901163,47.46729,418
6.901368,47.466944,415
6.901575,47.466697,415
6.901945,47.46619,416
6.902141,47.465943,417
6.902226,47.465785,418
6.902437,47.465872,419
6.902822,47.465593,422
6.90371,47.46484,431
6.903748,47.464611,434
6.903648,47.464337,436
6.903753,47.464127,438
6.904052,47.463937,439
6.904303,47.463872,440
6.904607,47.463838,441
6.904825,47.463748,442
6.905052,47.46349,443
6.905341,47.462986,449
6.905502,47.46257,451
6.905536,47.462469,451
6.905628,47.462197,453
6.905733,47.461976,453
6.905988,47.461742,451
6.906246,47.461602,451
6.90664,47.46149,453
6.907058,47.461378,455
6.908094,47.461095,457
6.908882,47.460873,459
6.909107,47.46079,460
6.909315,47.460703,461
6.909434,47.460634,461
6.909581,47.460516,461
6.909808,47.460259,460
6.909923,47.460166,461
6.910041,47.460061,462
6.910293,47.459894,464
6.910492,47.459767,465
6.910663,47.459546,469
6.911108,47.459216,475
6.911421,47.459106,474
6.911781,47.458896,473
6.912079,47.45865,475
6.912186,47.458527,476
6.912317,47.458374,478
6.912446,47.458287,479
6.912569,47.458058,482
6.912628,47.457917,487
6.912923,47.458076,486
6.913106,47.458232,489
6.913331,47.458501,494
6.913372,47.458592,495
6.91349,47.45861,498
6.913581,47.458549,500
6.913646,47.458472,502
6.913605,47.458211,501
6.913465,47.45791,500
6.913476,47.457761,502
6.913519,47.457572,503
6.913674,47.457362,507
6.913878,47.457206,512
6.914812,47.456807,522
6.91497,47.456729,524
6.914619,47.456674,521
6.914677,47.456557,524
6.91464,47.45643,529
6.915137,47.456296,532
6.915491,47.456238,536
6.915676,47.456239,538
6.915844,47.456298,538
6.916004,47.456368,538
6.915847,47.456197,539
6.915642,47.456061,540
6.915475,47.455912,543
6.915327,47.455811,544
6.915162,47.455653,546
6.914735,47.455342,549
6.91468,47.455281,550
6.914608,47.455148,551
6.914349,47.454328,557
6.914238,47.453844,558
6.914231,47.453441,560
6.9142,47.453155,561
6.914094,47.4526,564
6.914022,47.451935,568
6.913847,47.451407,570
6.913826,47.451286,570
6.913823,47.450824,572
6.913783,47.450576,573
6.913662,47.450233,573
6.913549,47.44955,577
6.913261,47.448644,583
6.913232,47.448458,585
6.913174,47.448304,586
6.912982,47.447992,588
6.912819,47.447658,591
6.912535,47.446759,595
6.912543,47.44667,595
6.912728,47.446011,592
6.912865,47.445792,591
6.912995,47.445585,588
6.913531,47.445006,584
6.913627,47.444851,582
6.913672,47.444778,582
6.913725,47.444648,581
6.914015,47.444189,579
6.914283,47.443715,576
6.91489,47.443246,575
6.915141,47.44279,575
6.915418,47.442257,577
6.916275,47.441694,583
6.917305,47.441372,587
6.91805,47.440816,591
6.918396,47.440371,593
6.918587,47.440008,594
6.918526,47.439463,595
6.918353,47.438772,594
6.918362,47.438222,592
6.918656,47.437917,590
6.91924,47.437737,590
6.919523,47.437575,589
6.919819,47.437351,590
6.920004,47.437127,589
6.920064,47.437101,589
6.920175,47.436527,588
6.920223,47.435945,586
6.920204,47.435724,585
6.919998,47.434994,580
6.919614,47.433892,576
6.919426,47.43341,577
6.919357,47.43317,578
6.919351,47.43304,578
6.919433,47.432684,580
6.919496,47.432339,580
6.919149,47.432168,579
6.919025,47.432063,578
6.918885,47.431866,577
6.918774,47.431656,576
6.918738,47.431598,576
6.918688,47.43152,575
6.918626,47.431441,575
6.918585,47.431378,575
6.918563,47.431299,575
6.918565,47.431237,574
6.918605,47.431127,574
6.918693,47.43094,574
6.918612,47.430922,573
6.918361,47.430865,573
6.91825,47.430622,572
6.918087,47.43026,571
6.917153,47.428261,568
6.916665,47.427217,567
6.916709,47.427152,567
6.91675,47.427061,568
6.916758,47.426924,568
6.916768,47.426742,569
6.916482,47.425652,572
6.916408,47.424844,571
6.916408,47.424109,570
6.916562,47.423421,572
6.916603,47.423239,572
6.916599,47.421633,567
6.916514,47.420529,563
6.91656,47.419876,561
6.916603,47.419213,559
6.917172,47.419025,555
6.919564,47.418227,471
6.919169,47.417677,470
6.916625,47.416107,455
6.91596,47.415439,455
6.915909,47.415404,454
6.915249,47.414582,453
6.914473,47.413626,451
6.913518,47.41276,450
6.912735,47.411915,442
6.912638,47.411292,440
6.912583,47.410942,440
6.912315,47.410508,440
6.912022,47.409858,439
6.912087,47.409418,443
6.911981,47.408785,435
6.912266,47.408328,436
6.912331,47.408042,433
6.912533,47.407773,431
6.911983,47.407608,427
6.911317,47.407538,426
6.910737,47.407437,428
6.909713,47.406551,430
6.908878,47.405971,431
6.908496,47.405575,431
6.907951,47.405109,432
6.907497,47.404564,430
6.908248,47.404305,424
6.90843,47.404256,424
6.908593,47.404191,425
6.90867,47.404157,426
6.90868,47.404091,427
6.908627,47.40371,426
6.908748,47.403554,426
6.908756,47.403473,425
6.909792,47.403027,436
6.910708,47.402526,445
6.911072,47.402447,449
6.911492,47.402412,454
6.912444,47.402444,463
6.914112,47.40265,486
6.914559,47.402688,493
6.915679,47.402923,510
6.916639,47.403276,525
6.917149,47.403234,533
6.917252,47.403229,535
6.917378,47.403178,541
6.917405,47.403117,544
6.917243,47.402739,553
6.917201,47.40259,556
6.917156,47.402279,560
6.916783,47.400815,566
6.916626,47.400532,564
6.916238,47.400064,561
6.915796,47.399485,562
6.915606,47.399204,564
6.915568,47.39907,564
6.915537,47.398838,564
6.915533,47.397831,554
6.915493,47.397613,549
6.915481,47.397389,544
6.915455,47.39732,542
6.915346,47.397227,539
6.915284,47.397197,539
6.914915,47.397125,536
6.913446,47.39701,529
6.913248,47.396964,527
6.912012,47.396523,522
6.911912,47.396506,521
6.910864,47.396512,518
6.910497,47.39649,515
6.910184,47.396398,510
6.909738,47.39616,508
6.909625,47.396086,507
6.909582,47.396032,508
6.909563,47.395964,509
6.909577,47.395893,511
6.909674,47.395748,517
6.91003,47.39533,536
6.910213,47.395046,540
6.910496,47.394482,543
6.910605,47.394383,542
6.911059,47.394111,536
6.911273,47.393964,531
6.911477,47.393758,528
6.911535,47.39365,528
6.911537,47.39358,528
6.911396,47.393127,531
6.911243,47.392531,542
6.911117,47.391739,551
6.911114,47.391542,553
6.911132,47.391471,554
6.911146,47.391412,554
6.911426,47.390828,559
6.911661,47.390539,561
6.911902,47.390327,562
6.912133,47.390168,562
6.912502,47.389953,562
6.912719,47.389853,562
6.913344,47.389703,564
6.913482,47.389655,564
6.91359,47.389578,564
6.913703,47.389389,565
6.913735,47.389258,566
6.91373,47.389133,567
6.913544,47.388674,572
6.913475,47.388321,577
6.913468,47.388106,584
6.913433,47.388003,587
6.913302,47.387755,591
6.91296,47.38732,596
6.912827,47.387101,597
6.912655,47.386663,600
6.912546,47.386509,601
6.912441,47.386418,602
6.911855,47.386021,603
6.911099,47.385572,606
6.910261,47.385124,607
6.909434,47.384792,612
6.908669,47.384511,618
6.906991,47.383924,630
6.906282,47.383696,633
6.905874,47.383539,635
6.905618,47.383441,636
6.905357,47.383289,638
6.905289,47.383225,639
6.905251,47.383104,640
6.905228,47.382772,648
6.905176,47.382652,653
6.905081,47.382573,657
6.904945,47.382547,659
6.904519,47.382552,662
6.904083,47.382578,663
6.903884,47.382577,663
6.903487,47.382576,664
6.901657,47.382406,669
6.90095,47.382349,669
6.900039,47.382308,672
6.899636,47.382263,672
6.898403,47.382257,667
6.89704,47.3822,665
6.896831,47.382178,666
6.896339,47.382073,669
6.895256,47.381738,673
6.894725,47.381619,677
6.894374,47.381559,677
6.894047,47.381449,678
6.893566,47.381226,680
6.89327,47.381069,682
6.892753,47.38088,683
6.891783,47.38061,684
6.891066,47.380333,685
6.890637,47.380119,686
6.890627,47.380064,687
6.890621,47.380011,687
6.890462,47.379919,687
6.890329,47.379879,687
6.890008,47.379725,687
6.889271,47.379429,685
6.888927,47.379314,684
6.888648,47.379231,684
6.887835,47.379045,685
6.887489,47.378978,684
6.887147,47.378901,684
6.886895,47.378837,683
6.886616,47.378746,682
6.886482,47.378697,682
6.886352,47.378648,682
6.88601,47.37854,681
6.885905,47.378508,680
6.88572,47.378411,680
6.885425,47.378233,679
6.884934,47.377903,677
6.884404,47.377458,673
6.883846,47.377039,669
6.883695,47.376936,668
6.883541,47.376838,667
6.883313,47.376766,665
6.883063,47.376698,665
6.882753,47.376593,663
6.8825,47.376491,661
6.882271,47.376406,660
6.881998,47.376311,658
6.881672,47.376219,656
6.881346,47.376146,654
6.881156,47.376099,653
6.880908,47.376029,651
6.880717,47.375982,649
6.880517,47.375943,648
6.880299,47.375915,647
6.880038,47.375883,646
6.879881,47.375852,645
6.879595,47.375762,642
6.879352,47.375674,640
6.87908,47.375568,638
6.87885,47.375496,636
6.87845,47.375387,634
6.8782,47.37533,632
6.877852,47.375276,630
6.87756,47.375246,629
6.877357,47.375261,628
6.876988,47.375325,626
6.876868,47.37533,625
6.876243,47.374855,620
6.875849,47.37453,617
6.875739,47.374382,615
6.875663,47.374147,613
6.875597,47.374053,611
6.875535,47.374011,611
6.875252,47.37396,609
6.874922,47.373915,608
6.874716,47.373849,607
6.874424,47.373786,606
6.873918,47.373675,603
6.87379,47.37362,603
6.873467,47.373476,601
6.873323,47.373261,600
6.8733,47.373183,599
6.873275,47.373074,599
6.873085,47.373097,599
6.873001,47.373098,599
6.872882,47.373082,599
6.87271,47.373017,599
6.872584,47.37295,599
6.872419,47.372575,599
6.872382,47.372478,599
6.87235,47.372364,599
6.872343,47.372284,599
6.872371,47.372119,599
6.872443,47.371866,600
6.872477,47.371796,601
6.872451,47.371748,601
6.872575,47.371605,601
6.872798,47.371425,603
6.872852,47.371393,603
6.873188,47.371195,606
6.873965,47.370643,613
6.874071,47.370596,614
6.87419,47.370527,616
6.874793,47.370095,628
6.874877,47.369674,637
6.874091,47.36915,647
6.872929,47.368413,658
6.871996,47.367935,664
6.871011,47.3676,671
6.870482,47.367489,674
6.86998,47.367384,677
6.869195,47.367172,680
6.868073,47.366871,688
6.867378,47.366659,694
6.866869,47.366339,701
6.86661,47.366171,704
6.866507,47.366069,705
6.866482,47.366017,706
6.866498,47.365971,708
6.866355,47.365879,708
6.866069,47.365703,709
6.86587,47.36553,712
6.865733,47.365416,715
6.865526,47.365303,718
6.865157,47.365164,721
6.864753,47.36496,725
6.864288,47.364772,726
6.863831,47.364575,730
6.863474,47.364433,732
6.863146,47.364266,734
6.862933,47.364112,736
6.862788,47.364073,734
6.862712,47.364101,732
6.862581,47.364193,726
6.862438,47.364258,721
6.862327,47.364275,721
6.862222,47.364264,721
6.862222,47.364202,725
6.862343,47.364174,726
6.862432,47.364135,728
6.862466,47.364082,730
6.862418,47.363997,734
6.862341,47.363903,739
6.862235,47.363797,743
6.862017,47.36371,746
6.861479,47.363535,752
6.860986,47.363307,759
6.860445,47.362983,769
6.860089,47.362723,775
6.859702,47.362495,780
6.859486,47.362328,783
6.859042,47.362085,787
6.858701,47.361953,790
6.858586,47.361909,790
6.858254,47.361697,792
6.857765,47.361512,795
6.857277,47.361361,797
6.857076,47.361246,798
6.856896,47.361187,799
6.856698,47.361155,800
6.856235,47.361116,804
6.855866,47.361057,805
6.855616,47.361046,806
6.855428,47.36105,807
6.855247,47.36105,807
6.855049,47.361042,807
6.854773,47.361052,808
6.854606,47.361028,809
6.854499,47.361055,808
6.854404,47.361145,806
6.854277,47.361152,806
6.854166,47.361165,806
6.85405,47.361191,806
6.854173,47.361004,811
6.854412,47.360886,814
6.854503,47.360793,813
6.854299,47.360751,813
6.853426,47.360671,814
6.853171,47.360683,814
6.852858,47.360684,813
6.852672,47.360679,812
6.852388,47.360671,810
6.851311,47.360692,810
6.851059,47.3607,810
6.850687,47.360726,809
6.850283,47.360749,808
6.849887,47.360759,808
6.84965,47.360792,808
6.849191,47.360868,807
6.848902,47.360904,807
6.848641,47.360926,806
6.848417,47.360941,805
6.848135,47.360942,803
6.848003,47.360932,803
6.847863,47.360914,802
6.847697,47.360905,802
6.847574,47.360863,803
6.847429,47.360836,803
6.847253,47.360853,803
6.847142,47.360886,802
6.847022,47.360896,802
6.846883,47.360882,802
6.846624,47.360856,804
6.846342,47.360844,805
6.846039,47.360823,804
6.845787,47.360818,804
6.845658,47.360842,803
6.845462,47.360834,802
6.845101,47.360787,798
6.84489,47.360769,797
6.844609,47.360767,796
6.844409,47.360773,796
6.84424,47.360768,796
6.843827,47.36073,798
6.843552,47.360707,799
6.843211,47.360709,800
6.842609,47.360713,801
6.842088,47.360795,802
6.841398,47.360937,803
6.840577,47.361001,802
6.840623,47.360913,802
6.840473,47.360855,801
6.840464,47.36077,800
6.840767,47.360547,799
6.84095,47.36033,797
6.840988,47.36019,795
6.840816,47.358984,799
6.840695,47.358913,798
6.840621,47.358812,798
6.840582,47.358676,798
6.840429,47.358173,795
6.840431,47.35805,794
6.840305,47.358033,794
6.840016,47.357949,794
6.839718,47.35773,791
6.83942,47.357518,789
6.839333,47.357478,789
6.839253,47.357467,789
6.839114,47.357467,790
6.838954,47.357487,790
6.838601,47.357541,792
6.838194,47.357607,794
6.837735,47.357673,797
6.83745,47.357706,799
6.837121,47.35772,802
6.836748,47.357714,804
6.836435,47.357745,807
6.836392,47.357664,806
6.836317,47.35757,805
6.835995,47.357258,801
6.835802,47.35712,798
6.834998,47.3568,793
6.833807,47.356407,785
6.832434,47.356008,773
6.832485,47.355948,772
6.832595,47.355904,771
6.832722,47.355877,771
6.832936,47.355822,770
6.833131,47.35577,770
6.833244,47.355737,770
6.833507,47.355613,769
6.833622,47.355547,769
6.833737,47.355495,769
6.83386,47.355462,769
6.834237,47.355401,770
6.834637,47.355347,770
6.835011,47.355293,771
6.835219,47.355256,771
6.83537,47.35522,771
6.836214,47.354882,773
6.836283,47.354823,773
6.836339,47.354745,774
6.836323,47.35461,773
6.836326,47.354445,773
6.836414,47.354267,772
6.836591,47.354168,771
6.836667,47.354144,771
6.836838,47.354087,770
6.836994,47.353994,769
6.837208,47.353878,767
6.837989,47.353925,768
6.838098,47.353725,764
6.838168,47.353554,762
6.838134,47.35345,760
6.83823,47.353313,757
6.838126,47.353251,757
6.837361,47.352714,750
6.836312,47.352196,744
6.835284,47.351774,738
6.833616,47.351304,733
6.832687,47.350955,728
6.831335,47.35031,717
6.831124,47.350244,717
6.830932,47.350194,716
6.831007,47.349956,714
6.831066,47.349874,713
6.831196,47.349763,711
6.831239,47.349717,710
6.831254,47.349657,710
6.831226,47.3496,709
6.831169,47.349529,708
6.830827,47.349362,706
6.830707,47.34926,705
6.830692,47.349201,704
6.830706,47.349144,704
6.830738,47.34907,703
6.8308,47.348976,701
6.830822,47.348922,701
6.830827,47.348858,699
6.830811,47.34878,698
6.830769,47.348656,695
6.830757,47.348565,694
6.830751,47.348448,692
6.830754,47.348283,690
6.830715,47.348034,688
6.830622,47.347737,685
6.830626,47.347619,683
6.830723,47.347247,678
6.830458,47.347217,679
6.829855,47.347144,686
6.829577,47.347069,688
6.828768,47.346806,691
6.828025,47.346667,691
6.827864,47.346637,691
6.827704,47.34663,691
6.827682,47.346561,690
6.827628,47.346459,690
6.827457,47.346319,689
6.827227,47.34613,688
6.826888,47.345855,687
6.826843,47.345815,687
6.826267,47.345274,685
6.826103,47.345057,682
6.825979,47.344867,682
6.82567,47.344249,678
6.825457,47.343938,677
6.824939,47.343458,677
6.824749,47.343201,677
6.824538,47.342939,676
6.824179,47.342707,676
6.822712,47.341823,673
6.822294,47.341449,672
6.822045,47.341209,671
6.821466,47.340651,670
6.820727,47.33997,670
6.820446,47.339609,673
6.82034,47.339476,673
6.820343,47.339424,673
6.820269,47.339315,672
6.820146,47.339187,672
6.819968,47.339037,671
6.819827,47.338928,670
6.819727,47.338862,670
6.819612,47.338813,670
6.819473,47.338733,670
6.819378,47.33865,669
6.819292,47.33857,669
6.819248,47.338494,668
6.819117,47.338318,666
6.818497,47.337543,658
6.818274,47.337264,655
6.818066,47.337016,652
6.81787,47.336797,650
6.817754,47.336674,649
6.817595,47.336525,648
6.816926,47.335867,643
6.816876,47.335506,639
6.816969,47.335317,633
6.817705,47.334715,618
6.817725,47.334107,606
6.817786,47.333563,603
6.817662,47.333157,593
6.81768,47.332624,592
6.817454,47.331779,583
6.816926,47.331117,567
6.816945,47.33089,563
6.817382,47.330639,571
6.817416,47.3304,564
6.817174,47.330412,559
6.816511,47.330332,546
6.816646,47.330596,547
6.816054,47.331155,531
6.815967,47.331482,530
6.815818,47.331515,528
6.81542,47.331314,521
6.815467,47.33122,520
6.81543,47.331067,518
6.815371,47.330835,514
6.815334,47.330592,511
6.815325,47.330368,509
6.8153,47.330241,507
6.815271,47.33014,505
6.815244,47.33005,504
6.815146,47.32972,498
6.815106,47.32951,493
6.815124,47.329397,491
6.81518,47.329328,490
6.815257,47.329236,490
6.815414,47.329077,489
6.815448,47.32902,488
6.815467,47.32896,487
6.815455,47.328878,485
6.815393,47.328781,484
6.815265,47.328646,482
6.815055,47.328517,478
6.814998,47.328475,477
6.814912,47.328412,475
6.814765,47.32826,471
6.814703,47.328106,470
6.814768,47.327876,472
6.814805,47.327764,472
6.814787,47.327626,471
6.814795,47.327511,470
6.814826,47.327411,470
6.814936,47.327248,471
6.815251,47.327046,473
6.815226,47.326995,471
6.815699,47.32668,465
6.815578,47.326715,466
6.815109,47.326872,464
6.815562,47.326524,457
6.815456,47.326492,454
6.81538,47.326508,454
6.814863,47.326738,453
6.814954,47.326631,451
6.815078,47.326522,449
6.815285,47.32637,447
6.815314,47.326305,445
6.815226,47.326233,442
6.815114,47.32617,440
6.815125,47.326102,438
6.815147,47.325612,432
6.815134,47.325532,431
6.815108,47.325465,431
6.815062,47.325381,429
6.814722,47.324935,423
6.814472,47.324686,418
6.814395,47.324576,416
6.814342,47.324469,414
6.814245,47.324252,411
6.81411,47.323848,405
6.814037,47.323789,404
6.813992,47.323636,403
6.813873,47.323333,401
6.813845,47.323245,400
6.813828,47.323175,400
6.813817,47.323102,400
6.813807,47.323006,398
6.813805,47.322903,397
6.813811,47.322828,396
6.813834,47.322748,395
6.813879,47.322652,394
6.813953,47.322545,394
6.814047,47.322428,393
6.814191,47.322272,391
6.814841,47.321751,387
6.815067,47.321551,386
6.815526,47.321091,385
6.815675,47.321206,385
6.815774,47.321255,385
6.815839,47.321275,385
6.815903,47.321287,385
6.815978,47.321294,385
6.816037,47.321499,392
6.816118,47.321546,394
6.816655,47.321582,397
6.81684,47.321657,401
6.81703,47.32169,402
6.817411,47.321795,405
6.818374,47.322146,409
6.819047,47.32253,414
6.819463,47.322862,421
6.820246,47.323322,423
6.820555,47.323548,430
6.821161,47.323764,435
6.821528,47.323877,434
6.821727,47.323981,435
6.822191,47.324093,437
6.822545,47.32419,440
6.822652,47.324271,443
6.823197,47.32435,446
6.82344,47.324372,447
6.823749,47.324401,449
6.823883,47.324419,450
6.82409,47.324393,448
6.824323,47.324421,448
6.8245,47.324427,447
6.824653,47.324482,447
6.824812,47.324501,445
6.825104,47.324595,442
6.825265,47.324742,447
6.825538,47.324877,445
6.825895,47.325033,445
6.826279,47.325088,445
6.82649,47.325142,444
6.826694,47.325264,444
6.826855,47.325319,445
6.827223,47.325408,446
6.82747,47.32556,446
6.827778,47.325712,445
6.827995,47.325888,446
6.82826,47.326007,448
6.828515,47.32607,450
6.828827,47.326114,452
6.829099,47.326144,453
6.829406,47.326221,455
6.829945,47.326335,450
6.830549,47.326462,454
6.830733,47.3265,453
6.830909,47.326547,453
6.831085,47.326607,454
6.831281,47.326611,454
6.831527,47.326671,455
6.831753,47.326735,455
6.832087,47.326864,461
6.832321,47.326974,466
6.832472,47.327056,468
6.832528,47.327098,469
6.832402,47.327124,473
6.832415,47.327256,479
6.832566,47.32744,481
6.832837,47.327624,485
6.833039,47.327782,490
6.833278,47.327884,492
6.83339,47.327993,494
6.83358,47.328096,495
6.833845,47.328077,493
6.834284,47.328068,491
6.835089,47.327997,488
6.835282,47.328007,488
6.835698,47.328011,488
6.835828,47.328026,488
6.835918,47.328051,489
6.836417,47.3281,488
6.836953,47.32824,489
6.837679,47.328464,488
6.838301,47.328709,489
6.838792,47.328852,491
6.839044,47.328901,493
6.839196,47.328928,494
6.839278,47.328937,494
6.839357,47.328936,494
6.839514,47.328935,494
6.839884,47.328925,495
6.83989,47.328833,493
6.83985,47.32878,492
6.839783,47.328738,491
6.839703,47.328703,490
6.839666,47.328652,490
6.839686,47.328605,489
6.839858,47.328422,486
6.84013,47.328104,483
6.840231,47.327581,474
6.840252,47.327526,473
6.84028,47.32746,472
6.840312,47.327406,470
6.840357,47.327369,470
6.840411,47.327335,469
6.840485,47.3273,469
6.840608,47.327247,467
6.840782,47.327209,466
6.840994,47.327173,464
6.841274,47.327107,461
6.841442,47.327042,458
6.841674,47.326974,456
6.842071,47.326889,454
6.842156,47.326855,452
6.842497,47.32677,449
6.842556,47.326746,449
6.842786,47.326534,442
6.842829,47.326499,441
6.842933,47.326462,440
6.843,47.326457,440
6.843188,47.326457,439
6.843606,47.326457,434
6.843855,47.326474,428
6.844018,47.326539,425
6.844233,47.326622,424
6.844459,47.326437,419
6.84455,47.326368,418
6.844728,47.326267,417
6.844773,47.326231,416
6.844857,47.326104,413
6.844893,47.326041,411
6.844955,47.325977,410
6.845054,47.325935,409
6.845123,47.325918,408
6.845457,47.325847,405
6.84553,47.325829,405
6.845597,47.325807,405
6.845665,47.325782,405
6.845984,47.325638,402
6.846045,47.325602,400
6.846099,47.325558,398
6.846133,47.325514,398
6.846161,47.325468,397
6.846212,47.325347,396
6.846235,47.3253,396
6.846281,47.325249,396
6.846459,47.325108,396
6.84652,47.32506,396
6.846589,47.325025,397
6.846671,47.324996,397
6.847277,47.324863,397
6.847604,47.324798,397
6.847749,47.324766,397
6.847868,47.324736,397
6.847981,47.324703,397
6.848079,47.324666,397
6.848183,47.32462,398
6.848296,47.32457,398
6.848403,47.324516,398
6.848496,47.324464,399
6.848569,47.324416,399
6.848642,47.324362,400
6.848688,47.324321,400
6.84873,47.324275,400
6.84877,47.324224,400
6.848797,47.324178,400
6.848819,47.324128,400
6.848833,47.324066,399
6.848845,47.323984,398
6.848871,47.323916,397
6.848926,47.323852,397
6.84897,47.323817,397
6.849023,47.323784,396
6.849096,47.323748,396
6.849187,47.323712,396
6.849573,47.323572,395
6.849729,47.323522,395
6.849911,47.323466,395
6.850122,47.323408,394
6.850374,47.323352,394
6.850633,47.323298,393
6.850799,47.323269,392
6.850889,47.323254,392
6.850971,47.323244,392
6.851055,47.323239,392
6.851152,47.323237,391
6.851272,47.323242,391
6.851608,47.323265,390
6.851948,47.323277,390
6.852021,47.323275,389
6.852194,47.323299,388
6.852278,47.323316,387
6.852374,47.323341,387
6.852457,47.32337,387
6.852544,47.323405,387
6.852622,47.323441,387
6.852717,47.323491,387
6.852779,47.323527,387
6.852841,47.323564,387
6.853,47.323656,387
6.853174,47.323746,387
6.853365,47.323834,386
6.853529,47.323907,385
6.853656,47.323968,385
6.853754,47.324029,385
6.853828,47.324088,385
6.853891,47.324147,385
6.853971,47.324237,386
6.854052,47.324331,387
6.85419,47.324503,387
6.854263,47.324586,387
6.854334,47.324659,387
6.854495,47.324801,387
6.854607,47.324901,388
6.854757,47.325031,388
6.854852,47.325109,389
6.854928,47.325166,389
6.854994,47.325211,388
6.855071,47.325262,388
6.855154,47.32531,389
6.855234,47.32535,390
6.855312,47.325382,390
6.855406,47.325411,390
6.855635,47.325466,390
6.855781,47.325496,389
6.855941,47.325522,388
6.856086,47.32554,388
6.856288,47.325565,388
6.85642,47.325584,389
6.856541,47.325603,390
6.856725,47.325635,390
6.856802,47.325649,390
6.856873,47.325663,391
6.856997,47.325695,391
6.857058,47.325714,390
6.857165,47.325754,390
6.857294,47.325806,389
6.857393,47.325854,389
6.857496,47.325909,390
6.857596,47.32597,390
6.857694,47.326036,389
6.857872,47.326164,389
6.857931,47.326206,390
6.858037,47.326281,390
6.858113,47.32633,390
6.858168,47.326361,389
6.858233,47.326395,389
6.858297,47.326325,387
6.858771,47.325816,385
6.858883,47.325696,386
6.858961,47.325731,386
6.859064,47.325768,386
6.859196,47.325809,386
6.859315,47.325846,386
6.859482,47.325589,387
6.859546,47.325461,387
6.859575,47.325416,387
6.859703,47.325215,388
6.85977,47.32511,389
6.859809,47.325043,389
6.859841,47.32498,390
6.859867,47.324924,390
6.859894,47.324859,391
6.859915,47.324782,392
6.859931,47.324704,392
6.859946,47.324625,392
6.859957,47.324553,393
6.859963,47.324484,393
6.859963,47.324428,393
6.859959,47.324305,393
6.85996,47.324232,394
6.859965,47.324145,394
6.85998,47.324033,394
6.859998,47.323923,395
6.86002,47.323818,396
6.86005,47.323709,396
6.860086,47.323614,397
6.860135,47.323522,398
6.86018,47.323456,399
6.860246,47.323379,400
6.860322,47.323302,401
6.860376,47.323253,401
6.860432,47.323207,402
6.860586,47.323083,404
6.860814,47.322902,406
6.861128,47.322626,411
6.861194,47.322572,412
6.861274,47.322522,413
6.861359,47.322475,415
6.861496,47.322417,419
6.861887,47.322273,432
6.862052,47.322223,436
6.862291,47.322159,441
6.862514,47.322099,444
6.862658,47.322065,445
6.862769,47.322038,446
6.862849,47.322011,446
6.862909,47.321983,447
6.862959,47.321951,447
6.863008,47.321901,447
6.863053,47.321845,447
6.863085,47.321794,448
