Longitude,Latitude,Elevation Meters
6.487173,49.779302,253
6.487313,49.779168,249
6.487627,49.778984,249
6.487971,49.778763,246
6.488269,49.778571,245
6.488537,49.778459,245
6.488875,49.778395,243
6.489067,49.778344,239
6.489192,49.778336,238
6.489312,49.778346,238
6.490107,49.778515,244
6.490325,49.778561,245
6.490445,49.778578,245
6.490561,49.778595,245
6.490719,49.778599,244
6.490851,49.77858,242
6.491067,49.77851,238
6.491186,49.778447,235
6.491287,49.778421,234
6.49127,49.778365,231
6.491274,49.778289,229
6.491149,49.778263,227
6.490976,49.778263,227
6.490863,49.778251,227
6.490681,49.778242,229
6.490397,49.778231,234
6.490215,49.778176,238
6.490117,49.778098,242
6.49001,49.777977,247
6.489974,49.777922,249
6.490016,49.777854,251
6.490149,49.777821,250
6.490255,49.777771,249
6.490314,49.777711,248
6.49053,49.777358,242
6.490613,49.777185,238
6.490685,49.777109,236
6.490804,49.776931,233
6.490906,49.776738,231
6.490943,49.776676,231
6.490942,49.776603,231
6.490964,49.776465,231
6.491008,49.776346,231
6.491048,49.77624,232
6.491083,49.77602,233
6.491081,49.775905,233
6.491003,49.775498,235
6.490934,49.775411,236
6.490899,49.775325,237
6.490911,49.775197,237
6.491163,49.774509,235
6.491303,49.774262,234
6.491439,49.774021,234
6.49154,49.773764,235
6.491572,49.773562,238
6.491551,49.773487,239
6.491379,49.773131,243
6.491324,49.772937,243
6.49123,49.772783,244
6.491112,49.772476,244
6.491052,49.772272,244
6.491001,49.772185,244
6.490892,49.772101,244
6.4907,49.771983,247
6.49066,49.771925,247
6.490637,49.771819,246
6.490616,49.771748,245
6.49051,49.77165,245
6.490429,49.771523,246
6.490345,49.771464,247
6.490253,49.77136,247
6.490102,49.771277,249
6.49,49.771246,251
6.489934,49.771162,251
6.48975,49.771042,254
6.489645,49.771007,257
6.489493,49.770917,260
6.489314,49.770772,261
6.489225,49.770679,261
6.489179,49.770631,262
6.489127,49.770519,259
6.489011,49.77041,256
6.488957,49.770376,257
6.488943,49.770317,254
6.48898,49.770276,249
6.488887,49.770188,251
6.488813,49.770163,251
6.488752,49.770123,250
6.488735,49.770061,247
6.488608,49.770051,247
6.488528,49.769902,247
6.488446,49.76985,248
6.488431,49.769753,251
6.488504,49.76968,253
6.488538,49.769637,254
6.488551,49.769557,257
6.488581,49.769514,258
6.488633,49.769545,257
6.488642,49.769596,256
6.488643,49.769655,254
6.488876,49.769804,252
6.488896,49.769861,250
6.489019,49.769955,248
6.489079,49.769983,247
6.48914,49.769959,249
6.489149,49.76989,252
6.489194,49.769836,255
6.489189,49.769755,258
6.489185,49.769685,260
6.489125,49.769609,261
6.489186,49.76957,262
6.489316,49.769446,266
6.489339,49.769386,268
6.48939,49.769346,270
6.489449,49.769309,272
6.489581,49.769272,275
6.489788,49.769188,279
6.490049,49.769143,283
6.490151,49.769155,283
6.490239,49.769183,282
6.490351,49.769179,283
6.4905,49.769207,283
6.491077,49.769222,281
6.491329,49.76924,281
6.491807,49.769251,281
6.4924,49.769237,282
6.492941,49.769178,280
6.493168,49.769188,279
6.493631,49.769243,280
6.493806,49.769292,280
6.494024,49.769376,280
6.49421,49.769471,280
6.494439,49.769565,278
6.494725,49.769643,277
6.494914,49.76966,276
6.495105,49.769636,275
6.495377,49.769548,272
6.495844,49.769301,268
6.496855,49.768891,258
6.497646,49.768786,252
6.497878,49.768747,251
6.497997,49.768707,251
6.498173,49.768625,252
6.498359,49.768601,252
6.498571,49.76861,251
6.498986,49.768645,248
6.499438,49.768669,247
6.499693,49.768705,245
6.500202,49.768829,244
6.505956,49.766582,252
6.506085,49.766506,252
6.506172,49.766454,252
6.506481,49.766015,250
6.506636,49.76587,249
6.507108,49.765608,246
6.507477,49.765433,245
6.507747,49.765326,244
6.508385,49.765121,243
6.508922,49.764961,242
6.509053,49.764922,241
6.509148,49.764884,241
6.509236,49.764849,240
6.510176,49.764342,233
6.510441,49.764199,230
6.510826,49.763962,226
6.510963,49.763865,225
6.511021,49.763805,225
6.511063,49.763744,224
6.511118,49.763555,224
6.511118,49.76342,223
6.511045,49.763334,223
6.510267,49.762757,221
6.509594,49.762308,219
6.509401,49.762191,218
6.509255,49.762119,217
6.508434,49.761764,210
6.508392,49.761717,209
6.508325,49.76167,208
6.508235,49.761626,207
6.507954,49.761524,206
6.507839,49.761455,205
6.507764,49.761295,202
6.507711,49.761181,201
6.507544,49.760895,198
6.507507,49.760831,197
6.507385,49.760623,194
6.507276,49.760437,191
6.507106,49.760192,188
6.507022,49.760195,189
6.506942,49.760182,189
6.50688,49.760154,190
6.506537,49.760002,191
6.506382,49.759943,192
6.506186,49.759894,194
6.506033,49.759867,196
6.505754,49.759818,198
6.505564,49.759769,199
6.504882,49.759543,207
6.504767,49.759505,209
6.504388,49.759379,212
6.504051,49.759258,216
6.503857,49.759188,218
6.50272,49.759008,228
6.502443,49.758875,229
6.502243,49.758771,230
6.502068,49.758641,230
6.501851,49.758468,231
6.501609,49.758263,232
6.501359,49.758056,235
6.501223,49.75797,235
6.499917,49.757377,238
6.499265,49.757081,240
6.49886,49.756833,239
6.49857,49.756661,241
6.498083,49.756458,245
6.497725,49.756338,245
6.497453,49.756222,246
6.497244,49.75613,247
6.497152,49.756087,248
6.497073,49.756019,249
6.497044,49.755962,249
6.496981,49.755756,249
6.49686,49.755515,249
6.4967,49.755264,250
6.496507,49.754999,250
6.496415,49.754848,250
6.49646,49.754749,249
6.49715,49.754556,242
6.497506,49.75444,238
6.497525,49.754394,237
6.497517,49.75431,237
6.497378,49.754018,236
6.497165,49.753706,235
6.497104,49.753613,235
6.497093,49.753499,234
6.497119,49.753342,233
6.497226,49.753104,230
6.497244,49.752822,228
6.49723,49.752454,227
6.497221,49.752187,227
6.497217,49.752078,228
6.497206,49.751778,228
6.497185,49.751561,228
6.497166,49.751496,229
6.497076,49.751439,230
6.49703,49.751387,231
6.496981,49.75098,230
6.496931,49.750802,230
6.49691,49.750578,232
6.496879,49.750459,232
6.496878,49.750292,232
6.497057,49.75022,229
6.497312,49.750149,225
6.497368,49.750114,224
6.497429,49.750062,222
6.497605,49.750054,220
6.497612,49.749994,220
6.497709,49.749798,218
6.497721,49.749702,218
6.497765,49.749615,217
6.497863,49.749505,215
6.497863,49.749455,215
6.497882,49.749376,214
6.497854,49.749263,215
6.497854,49.749177,215
6.497836,49.749101,215
6.4978,49.749032,215
6.497783,49.748978,215
6.497727,49.7489,215
6.497675,49.748821,215
6.497631,49.748709,215
6.497566,49.748626,215
6.497531,49.748533,215
6.497489,49.748488,215
6.497319,49.748154,215
6.497313,49.748043,214
6.497277,49.747952,213
6.497128,49.74778,213
6.497154,49.74755,209
6.497197,49.747508,208
6.497317,49.747479,205
6.497572,49.747326,199
6.497717,49.747281,195
6.497972,49.747166,187
6.498228,49.746969,183
6.498333,49.746882,181
6.498373,49.746832,179
6.498397,49.746761,179
6.498395,49.746708,178
6.498339,49.746619,179
6.498338,49.746572,178
6.498369,49.746511,177
6.498437,49.746427,176
6.49853,49.746372,175
6.4984,49.746306,178
6.498192,49.746062,188
6.498078,49.745984,189
6.49794,49.745871,191
6.497806,49.745788,191
6.497701,49.745757,192
6.497598,49.745677,191
6.49745,49.745632,193
6.497372,49.745623,194
6.497244,49.74565,198
6.49712,49.745634,199
6.497039,49.745648,200
6.496912,49.745638,200
6.496844,49.745666,202
6.496651,49.745711,204
6.496575,49.745707,205
6.496471,49.745717,206
6.496312,49.745727,208
6.496151,49.745713,209
6.495978,49.745728,211
6.495747,49.745784,215
6.495491,49.745787,216
6.495095,49.745739,217
6.494966,49.745703,217
6.494854,49.745696,217
6.494748,49.745668,216
6.494611,49.745585,215
6.494543,49.745557,216
6.494498,49.745468,216
6.494505,49.745375,214
6.494496,49.745295,212
6.49465,49.745348,215
6.494913,49.745471,214
6.495058,49.745528,212
6.495237,49.745549,212
6.495409,49.745549,210
6.495565,49.745539,208
6.495805,49.745507,208
6.496236,49.745421,208
6.496876,49.745236,204
6.497093,49.745192,202
6.497207,49.745185,200
6.497563,49.745158,199
6.497621,49.7451,201
6.49757,49.745059,203
6.49758,49.744987,206
6.497555,49.74491,208
6.497486,49.744689,213
6.497513,49.744647,212
6.497421,49.744518,216
6.497347,49.744409,219
6.497266,49.744307,221
6.497167,49.744246,224
6.497124,49.744196,225
6.497092,49.744136,226
6.49704,49.7441,227
6.49694,49.744075,230
6.496859,49.743984,231
6.496798,49.7439,232
6.496696,49.743807,234
6.496656,49.743754,235
6.496561,49.743664,237
6.496501,49.743599,239
6.496428,49.743549,241
6.496354,49.743464,242
6.496324,49.743394,242
6.496201,49.743283,244
6.496147,49.743226,245
6.496027,49.743192,247
6.495845,49.742931,249
6.495792,49.742855,249
6.495706,49.742733,250
6.495621,49.742611,250
6.495557,49.742482,251
6.495522,49.742331,252
6.49552,49.742219,252
6.495548,49.741951,253
6.495527,49.741633,254
6.495496,49.741512,255
6.495432,49.74138,256
6.495039,49.740933,260
6.494971,49.740826,260
6.494926,49.740698,261
6.494888,49.74049,261
6.494853,49.740308,262
6.494828,49.739896,264
6.494801,49.739715,265
6.494781,49.739588,267
6.494736,49.739544,268
6.494664,49.739545,269
6.494077,49.739732,272
6.493967,49.739754,272
6.493875,49.739753,273
6.493792,49.739736,273
6.49367,49.739691,273
6.493574,49.739679,273
6.493474,49.739697,273
6.492706,49.740061,272
6.492522,49.740113,272
6.492465,49.740004,272
6.492438,49.739849,272
6.492188,49.739368,272
6.491991,49.738984,271
6.491913,49.738863,270
6.49184,49.738795,270
6.491722,49.738701,270
6.491501,49.738449,269
6.491362,49.73837,269
6.49116,49.738306,269
6.490916,49.738282,268
6.490696,49.738301,269
6.490086,49.738449,270
6.489751,49.738503,270
6.48948,49.738522,271
6.48907,49.738531,270
6.488881,49.738514,269
6.48852,49.738527,268
6.487456,49.738564,265
6.487046,49.738595,265
6.486185,49.738725,267
6.485664,49.738839,268
6.484919,49.738923,270
6.482757,49.739214,280
6.482027,49.739409,285
6.481609,49.739464,288
6.481294,49.739554,291
6.481116,49.739611,293
6.481018,49.739683,294
6.480971,49.739762,295
6.480935,49.740029,299
6.480874,49.740352,301
6.480826,49.74051,300
6.480778,49.740611,300
6.480762,49.740689,299
6.480701,49.740786,298
6.480558,49.740734,300
6.480395,49.740616,301
6.480259,49.740473,302
6.48008,49.74018,302
6.479694,49.739612,298
6.479089,49.738683,296
6.479064,49.738582,297
6.479103,49.738487,297
6.479173,49.738407,298
6.479508,49.738199,299
6.479707,49.738139,300
6.479859,49.738061,300
6.480043,49.737929,300
6.480257,49.73781,300
6.480641,49.737666,300
6.481244,49.737388,299
6.481665,49.737155,297
6.48184,49.737038,296
6.482195,49.73663,293
6.482293,49.736561,294
6.482966,49.736236,297
6.483693,49.735716,301
6.484358,49.735341,303
6.48471,49.735083,306
6.484857,49.734961,306
6.484948,49.73491,306
6.485305,49.734802,305
6.485597,49.734663,304
6.485879,49.734445,302
6.485933,49.734384,301
6.486531,49.733703,292
6.487289,49.732997,280
6.487518,49.732784,276
6.488557,49.73216,263
6.488772,49.73204,262
6.488864,49.731989,262
6.489019,49.731902,261
6.489819,49.731441,257
6.490174,49.731171,255
6.49065,49.730874,252
6.4908,49.730755,251
6.490948,49.730502,248
6.491095,49.73033,246
6.4913,49.730484,247
6.491634,49.730801,249
6.491952,49.731031,248
6.492087,49.731189,247
6.492239,49.731446,244
6.492311,49.731854,238
6.49242,49.7319,237
6.493225,49.732069,230
6.493649,49.732103,226
6.494123,49.732086,223
6.494463,49.732094,220
6.494797,49.732101,218
6.495134,49.732143,217
6.49561,49.732306,211
6.49635,49.732439,204
6.496663,49.73248,201
6.49701,49.732483,198
6.497366,49.732453,198
6.497799,49.7324,196
6.498021,49.732404,194
6.498863,49.732329,190
6.499384,49.732569,186
6.499541,49.732612,185
6.499719,49.732623,184
6.499863,49.73258,185
6.50025,49.732251,190
6.500783,49.731824,184
6.501121,49.731586,179
6.501394,49.731419,176
6.50163,49.731324,171
6.501848,49.731208,168
6.502383,49.73074,172
6.502746,49.730473,172
6.503051,49.730193,175
6.503528,49.729681,181
6.50372,49.729506,180
6.504044,49.729218,181
6.504662,49.728741,183
6.505364,49.728233,191
6.50551,49.728113,193
6.505788,49.728072,189
6.505933,49.728032,186
6.505994,49.727957,186
6.506045,49.727775,188
6.506118,49.727668,185
6.506251,49.727563,184
6.506491,49.727429,185
6.506767,49.7273,186
6.507066,49.727212,189
6.507323,49.72712,188
6.507652,49.726961,190
6.507847,49.726843,189
6.508099,49.726693,189
6.508352,49.726477,187
6.508612,49.726188,182
6.508821,49.725946,178
6.508916,49.725857,177
6.509032,49.72578,175
6.50919,49.725689,173
6.509356,49.725605,170
6.509535,49.725552,167
6.509747,49.725529,164
6.509885,49.725513,162
6.510094,49.725476,160
6.510358,49.72542,157
6.510425,49.725383,156
6.510446,49.725319,154
6.51043,49.725261,153
6.510282,49.725001,150
6.510086,49.724577,145
6.509865,49.724544,144
6.509507,49.724526,143
6.509259,49.724534,143
6.50899,49.724562,143
6.508761,49.724609,142
6.508555,49.724667,141
6.50839,49.724719,140
6.508191,49.724811,140
6.507931,49.72495,139
6.50764,49.725132,139
6.507308,49.72534,138
6.506881,49.725618,137
6.506232,49.726057,138
6.506087,49.72613,138
6.50602,49.726152,138
6.505896,49.726136,138
6.50579,49.726092,137
6.505486,49.726209,136
6.50522,49.726317,136
6.504972,49.726407,136
6.50329,49.726902,137
6.503004,49.726966,137
6.502569,49.727039,138
6.50229,49.727081,137
6.501993,49.727117,137
6.501551,49.727158,138
6.501108,49.727184,137
6.50068,49.72718,137
6.499124,49.727115,137
6.498398,49.727054,137
6.497666,49.726972,136
6.497197,49.726901,137
6.496799,49.726801,137
6.496341,49.726638,136
6.496169,49.726575,137
6.495947,49.726488,137
6.495878,49.726459,137
6.495733,49.726384,137
6.495638,49.726326,137
6.495531,49.726257,137
6.495413,49.726188,138
6.495236,49.726062,137
6.495068,49.725918,137
6.494894,49.725733,137
6.494742,49.725519,137
6.494595,49.725245,137
6.494531,49.725031,136
6.494488,49.724777,136
6.494477,49.724603,136
6.494493,49.724433,136
6.494533,49.724262,136
6.49461,49.724093,135
6.494703,49.723969,135
6.494874,49.723842,135
6.494917,49.723789,134
6.494976,49.723701,134
6.495071,49.723564,134
6.495115,49.723475,134
6.495161,49.723332,135
6.495207,49.723264,135
6.495477,49.722992,136
6.495687,49.722827,135
6.496216,49.722499,135
6.496762,49.722172,136
6.497,49.722028,135
6.497249,49.721864,135
6.497522,49.721663,134
6.497766,49.721453,135
6.497927,49.721297,135
6.498192,49.720982,136
6.49832,49.720883,135
6.498627,49.720645,135
6.498727,49.720569,135
6.499197,49.720212,134
6.499837,49.719679,134
6.500286,49.719352,135
6.50073,49.719048,134
6.501102,49.718818,135
6.502855,49.717946,134
6.503831,49.71747,134
6.504298,49.717239,134
6.505345,49.716699,133
6.505554,49.716563,132
6.50571,49.716439,133
6.505824,49.716324,133
6.505924,49.716203,132
6.506003,49.716074,132
6.506107,49.71585,131
6.506224,49.715577,131
6.506255,49.715324,130
6.506216,49.714768,132
6.506183,49.714698,132
6.506095,49.714001,133
6.506114,49.713921,132
6.506111,49.713875,132
6.506069,49.713715,132
6.506026,49.713666,132
6.505956,49.713638,132
6.505867,49.713629,132
6.505742,49.713634,132
6.505196,49.713653,132
6.504805,49.713661,132
6.504548,49.713659,132
6.504227,49.713646,131
6.503949,49.713619,131
6.503627,49.713572,131
6.503512,49.713555,131
6.503253,49.713512,131
6.503002,49.713461,132
6.502832,49.713424,132
6.501379,49.713078,131
6.500967,49.712968,132
6.50052,49.712831,132
6.499862,49.7126,133
6.499796,49.712477,132
6.499412,49.712312,131
6.498707,49.711984,131
6.498371,49.711808,131
6.498055,49.711623,131
6.49658,49.710596,131
6.496137,49.710298,131
6.493464,49.708406,132
6.492649,49.707787,132
6.492142,49.707372,132
6.491958,49.707212,131
6.491795,49.70706,132
6.491675,49.706934,131
6.491508,49.706724,131
6.491469,49.706668,131
6.491299,49.706468,132
6.491196,49.70636,132
6.490153,49.705453,131
6.489088,49.704655,131
6.488399,49.704188,131
6.486753,49.70305,131
6.486334,49.702743,132
6.486236,49.70266,132
6.485933,49.702416,132
6.485503,49.70205,132
6.485083,49.701659,132
6.484119,49.700763,134
6.483804,49.700623,135
6.483515,49.700353,135
6.483298,49.700122,135
6.48315,49.699977,135
6.482952,49.699783,134
6.482431,49.699346,135
6.482095,49.699077,135
6.48201,49.699031,135
6.481916,49.698976,134
6.481833,49.69895,134
6.481715,49.698934,134
6.481535,49.698934,134
6.481345,49.69887,134
6.481147,49.698806,135
6.481002,49.698756,135
6.480916,49.698695,135
6.480865,49.698629,135
6.480804,49.698598,135
6.48068,49.698605,134
6.480572,49.698626,134
6.480386,49.698696,135
6.480265,49.698699,135
6.479954,49.698702,135
6.479619,49.698719,135
6.479242,49.698771,136
6.478539,49.698969,136
6.478065,49.699174,137
6.477317,49.699518,137
6.476777,49.699798,138
6.476793,49.699905,138
6.476841,49.699979,139
6.476811,49.700074,139
6.476754,49.700121,139
6.47703,49.700128,139
6.477105,49.700141,139
6.477279,49.700188,140
6.47758,49.700314,140
6.477844,49.700509,140
6.477888,49.700644,140
6.477869,49.700718,141
6.477754,49.700855,141
6.477686,49.700954,141
6.477628,49.701101,141
6.477634,49.701196,142
6.477682,49.701267,142
6.47778,49.701354,142
6.477795,49.701415,142
6.477619,49.701639,142
6.477537,49.701698,142
6.477427,49.701849,143
6.47737,49.702018,144
6.477386,49.702072,144
6.477472,49.702166,145
6.477609,49.702286,145
6.477374,49.70239,146
6.477228,49.702468,146
6.477068,49.702561,146
6.476959,49.702636,146
6.476796,49.702765,145
6.476722,49.702738,145
6.476603,49.702857,145
6.476541,49.702924,145
6.47643,49.703048,145
6.476328,49.70317,145
6.476401,49.703194,145
6.476474,49.703218,145
6.476517,49.703259,145
6.476519,49.703346,146
6.476564,49.703404,146
6.47663,49.703489,147
6.476695,49.703525,147
6.476766,49.703551,147
6.476712,49.703645,148
6.477029,49.703755,149
6.477234,49.703798,149
6.477342,49.703826,149
6.477636,49.703878,150
6.47771,49.703908,150
6.477747,49.703957,150
6.477746,49.70401,150
6.477704,49.704059,150
6.477626,49.704091,150
6.477336,49.704199,150
6.47739,49.704269,151
6.477429,49.70432,151
6.477379,49.704374,152
6.477349,49.705022,158
6.477284,49.705193,160
6.477216,49.705382,162
6.477067,49.705817,167
6.477037,49.705902,168
6.47671,49.706969,181
6.47657,49.707431,184
6.476528,49.707587,187
6.475927,49.707564,189
6.475786,49.707586,190
6.475161,49.70784,196
6.474516,49.708061,203
6.474133,49.708298,207
6.473461,49.708857,212
6.473285,49.708931,212
6.473058,49.709028,211
6.471754,49.709782,198
6.471608,49.709898,197
6.471597,49.710001,197
6.471617,49.710522,191
6.471591,49.710599,189
6.471529,49.710653,189
6.471351,49.710682,188
6.470831,49.7107,184
6.470748,49.710697,183
6.47049,49.710668,181
6.470305,49.710632,180
6.470096,49.710576,177
6.470017,49.710547,176
6.469803,49.710338,176
6.469736,49.71045,175
6.469683,49.710524,175
6.46961,49.710614,176
6.4693,49.710756,177
6.469209,49.710798,176
6.469036,49.7109,177
6.468928,49.710999,177
6.468595,49.711546,182
6.468535,49.711616,183
6.468081,49.711637,181
6.467824,49.711635,182
6.467687,49.711636,183
6.467497,49.711657,184
6.467357,49.711693,185
6.467006,49.71182,187
6.466798,49.71187,188
6.46665,49.711883,189
6.466549,49.711866,189
6.466453,49.711836,190
6.466341,49.711828,190
6.466227,49.711852,190
6.465562,49.712172,191
6.465381,49.712259,191
6.46525,49.712338,191
6.464713,49.712662,190
6.464514,49.712808,190
6.464437,49.712825,190
6.464358,49.712814,190
6.464297,49.71279,190
6.463798,49.712447,185
6.463627,49.71239,184
6.463455,49.712369,183
6.463275,49.712374,182
6.463088,49.712396,182
6.46277,49.712466,183
6.462386,49.712596,183
6.462092,49.712718,185
6.461936,49.712757,185
6.461463,49.712839,187
6.461021,49.712928,188
6.45997,49.712918,192
6.459588,49.712848,193
6.459376,49.712835,193
6.459175,49.712843,194
6.458959,49.712887,193
6.45877,49.712909,192
6.458639,49.712949,192
6.457818,49.713331,191
6.457739,49.713406,192
6.457501,49.713821,194
6.457169,49.714133,195
6.456925,49.714248,196
6.456813,49.71434,197
6.456773,49.714432,198
6.456759,49.714483,199
6.456647,49.714455,197
6.456584,49.714435,197
6.45646,49.714368,197
6.456632,49.714171,197
6.456797,49.713993,197
6.45684,49.713832,198
6.456905,49.713754,199
6.45693,49.713669,200
6.457111,49.713587,198
6.457206,49.713469,197
6.457445,49.713266,195
6.457605,49.713147,194
6.457535,49.713073,195
6.457489,49.713002,197
6.457491,49.712945,199
6.457559,49.712913,198
6.4577,49.712882,196
6.457839,49.712845,195
6.458016,49.712807,193
6.458144,49.712756,193
6.458346,49.712592,196
6.458492,49.712541,195
6.458749,49.712492,192
6.458856,49.712474,191
6.45894,49.712477,190
6.459073,49.712463,189
6.459418,49.712376,190
6.45949,49.712297,192
6.459599,49.712246,193
6.459651,49.71218,195
6.459673,49.712008,203
6.459707,49.711901,205
6.459824,49.71171,206
6.459766,49.711646,208
6.459667,49.71173,209
6.459571,49.711788,210
6.459477,49.711812,212
6.459393,49.711814,214
6.459324,49.711797,215
6.459044,49.712003,216
6.458903,49.712049,216
6.458308,49.712026,224
6.458071,49.712046,225
6.45778,49.712122,226
6.457489,49.712159,226
6.457271,49.712169,227
6.457048,49.712164,229
6.456841,49.712137,232
6.456706,49.712132,233
6.456384,49.712165,237
6.456255,49.712159,238
6.45617,49.712128,240
6.455995,49.711994,247
6.455853,49.71192,252
6.455698,49.711879,255
6.455309,49.711794,259
6.455207,49.71179,257
6.455135,49.711813,256
6.455023,49.71179,253
6.455001,49.711745,251
6.455114,49.711675,252
6.455185,49.71165,253
6.455341,49.711554,253
6.455359,49.711494,252
6.45529,49.711483,251
6.45525,49.711433,248
6.455154,49.711465,245
6.455073,49.711463,243
6.455058,49.711399,239
6.454765,49.71146,233
6.45461,49.711584,233
6.454491,49.711608,231
6.454411,49.711644,231
6.454359,49.711592,228
6.454289,49.711559,225
6.454185,49.711583,223
6.454103,49.711554,220
6.453705,49.711605,210
6.453457,49.711745,209
6.453303,49.711805,207
6.453135,49.711838,204
6.452865,49.711946,201
6.452676,49.712065,203
6.452455,49.712174,203
6.452239,49.712305,204
6.451845,49.712442,204
6.451461,49.712607,205
6.450884,49.712659,203
6.450127,49.71286,206
6.450077,49.712926,208
6.449828,49.712974,209
6.449631,49.712978,209
6.44955,49.712965,208
6.449428,49.712977,208
6.449183,49.712927,205
6.448847,49.712937,205
6.448095,49.713036,207
6.447573,49.713088,208
6.447281,49.713086,207
6.447183,49.713107,207
6.447093,49.713103,207
6.446931,49.71307,205
6.446777,49.713059,204
6.44669,49.713003,202
6.446606,49.712902,199
6.44648,49.712798,196
6.446245,49.712722,193
6.446105,49.712652,191
6.446063,49.712559,188
6.445985,49.712517,187
6.44581,49.712438,185
6.445603,49.712445,184
6.445342,49.71237,182
6.445147,49.71223,176
6.445238,49.712152,176
6.445309,49.71205,174
6.44536,49.711918,173
6.445393,49.711845,173
6.445449,49.711768,172
6.445542,49.711699,172
6.445735,49.711613,173
6.446008,49.711491,172
6.446305,49.711379,172
6.446453,49.71134,173
6.446536,49.711314,172
6.446437,49.711069,169
6.446283,49.710715,169
6.446247,49.710664,169
6.445741,49.710916,173
6.445656,49.71092,175
6.445524,49.710901,177
6.445347,49.710826,180
6.445268,49.710743,182
6.445029,49.710565,188
6.445009,49.710495,189
6.445049,49.710436,189
6.445047,49.710358,190
6.444962,49.710149,195
6.444722,49.709973,200
6.444558,49.709903,205
6.444399,49.70987,209
6.444278,49.709881,210
6.444147,49.709938,209
6.443987,49.709987,209
6.443832,49.709995,211
6.443712,49.710001,211
6.443347,49.709963,214
6.443273,49.709992,213
6.443113,49.709949,214
6.443032,49.709939,214
6.442803,49.709867,215
6.442575,49.709858,214
6.442457,49.709806,214
6.442003,49.709813,213
6.441915,49.70979,214
6.441745,49.709797,213
6.441081,49.70995,205
6.440882,49.70994,203
6.440684,49.709952,201
6.440413,49.70992,201
6.440279,49.709969,197
6.440091,49.709969,196
6.43916,49.709822,196
6.438892,49.709795,195
6.438637,49.709736,194
6.438042,49.709501,193
6.43787,49.709404,193
6.437691,49.709199,194
6.437642,49.709095,195
6.437581,49.708823,199
6.437567,49.708706,200
6.437514,49.708625,200
6.437432,49.708077,203
6.437362,49.707973,201
6.437267,49.707912,198
6.437213,49.707862,196
6.437115,49.707689,194
6.436863,49.707431,189
6.436632,49.707256,186
6.436518,49.707237,185
6.436208,49.707251,184
6.435966,49.707288,186
6.435804,49.707192,186
6.435548,49.707048,187
6.435458,49.706998,187
6.435228,49.706915,187
6.435019,49.706883,189
6.434792,49.706891,190
6.434618,49.70693,190
6.434389,49.707002,193
6.434122,49.707093,193
6.433949,49.707153,191
6.433189,49.707322,190
6.433029,49.707345,190
6.432856,49.707349,190
6.43266,49.707337,190
6.431979,49.707286,190
6.431796,49.707285,190
6.431578,49.707295,191
6.430887,49.707362,192
6.430686,49.707368,192
6.430498,49.707352,192
6.430111,49.70727,191
6.430007,49.707268,191
6.429934,49.707298,191
6.429884,49.707331,192
6.429721,49.707435,194
6.429541,49.707482,194
6.428625,49.707481,195
6.428367,49.707455,195
6.428116,49.707419,195
6.42756,49.707289,194
6.427436,49.707275,194
6.427318,49.707273,194
6.426851,49.70732,195
6.426727,49.707335,195
6.426629,49.707352,195
6.426539,49.707383,195
6.426374,49.707521,196
6.426234,49.707601,198
6.426056,49.707649,199
6.425796,49.707672,199
6.425656,49.707677,199
6.425584,49.70769,199
6.425538,49.707724,199
6.425474,49.707695,199
6.425141,49.707543,197
6.425031,49.707505,197
6.424915,49.707473,197
6.4247,49.707436,197
6.424543,49.707424,197
6.42408,49.707425,197
6.423955,49.707407,197
6.42386,49.707376,197
6.423801,49.707327,196
6.423782,49.707254,195
6.423787,49.707167,195
6.423812,49.707069,195
6.423844,49.70696,195
6.423937,49.706662,196
6.423952,49.706557,195
6.423967,49.706458,195
6.423979,49.70636,194
6.424005,49.706178,192
6.424072,49.705824,191
6.424148,49.705449,194
6.424253,49.70524,195
6.424359,49.705081,196
6.424412,49.704961,197
6.424499,49.704914,198
6.424611,49.704755,199
6.424753,49.704479,202
6.424804,49.704432,203
6.424873,49.704415,204
6.42486,49.704252,207
6.42477,49.703855,213
6.424386,49.702191,239
6.424298,49.701972,241
6.424322,49.701844,242
6.424379,49.701793,243
6.424446,49.701738,244
6.424535,49.701681,245
6.425418,49.701312,253
6.428483,49.69899,278
6.428632,49.698896,279
6.428754,49.698828,280
6.428867,49.698788,280
6.428943,49.698771,281
6.428985,49.698664,281
6.42969,49.697918,289
6.429306,49.69769,289
6.429179,49.69762,289
6.428663,49.697251,288
6.428332,49.697089,287
6.426814,49.696483,285
6.425918,49.696072,282
6.425704,49.695953,281
6.425423,49.695734,280
6.424718,49.69532,277
6.423824,49.694655,273
6.423005,49.694002,271
6.422639,49.693813,273
6.42175,49.693447,280
6.421534,49.693318,280
6.420862,49.69275,281
6.420102,49.6921,282
6.42067,49.691332,279
6.420787,49.691224,279
6.420933,49.691141,279
6.421209,49.691055,278
6.421496,49.69099,278
6.421723,49.690966,277
6.422099,49.690961,277
6.422487,49.690926,276
6.422735,49.690864,276
6.422894,49.690783,276
6.423519,49.690358,275
6.42366,49.690234,273
6.423768,49.690092,272
6.424111,49.689537,268
6.424161,49.689412,268
6.424163,49.689001,265
6.424198,49.688856,264
6.424309,49.688613,261
6.424378,49.688516,261
6.424521,49.688409,261
6.424704,49.688309,261
6.424946,49.688242,261
6.425272,49.688194,260
6.426044,49.688083,258
6.42651,49.688081,256
